accountweeks,contractrenewal,dataplan,datausage,custservcalls,daymins,daycalls,monthlycharge,overagefee,roammins,accountweeks_per_contractrenewal,accountweeks_per_dataplan,accountweeks_per_datausage,accountweeks_per_custservcalls,accountweeks_per_daymins,accountweeks_per_daycalls,accountweeks_per_monthlycharge,accountweeks_per_overagefee,accountweeks_per_roammins,contractrenewal_per_dataplan,contractrenewal_per_datausage,contractrenewal_per_custservcalls,contractrenewal_per_daymins,contractrenewal_per_daycalls,contractrenewal_per_monthlycharge,contractrenewal_per_overagefee,contractrenewal_per_roammins,dataplan_per_datausage,dataplan_per_custservcalls,dataplan_per_daymins,dataplan_per_daycalls,dataplan_per_monthlycharge,dataplan_per_overagefee,dataplan_per_roammins,datausage_per_custservcalls,datausage_per_daymins,datausage_per_daycalls,datausage_per_monthlycharge,datausage_per_overagefee,datausage_per_roammins,custservcalls_per_daymins,custservcalls_per_daycalls,custservcalls_per_monthlycharge,custservcalls_per_overagefee,custservcalls_per_roammins,daymins_per_daycalls,daymins_per_monthlycharge,daymins_per_overagefee,daymins_per_roammins,daycalls_per_monthlycharge,daycalls_per_overagefee,daycalls_per_roammins,monthlycharge_per_overagefee,monthlycharge_per_roammins,overagefee_per_roammins
59,1,0,0.42,1,150.2,70,46.2,9.29,12.1,59.0,,140.47619047619048,59.0,0.3928095872170439,0.8428571428571429,1.277056277056277,6.350914962325081,4.87603305785124,,2.380952380952381,1.0,0.0066577896138482,0.0142857142857142,0.0216450216450216,0.1076426264800861,0.0826446280991735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0027962716378162,0.006,0.009090909090909,0.0452099031216361,0.0347107438016528,0.0066577896138482,0.0142857142857142,0.0216450216450216,0.1076426264800861,0.0826446280991735,2.145714285714285,3.251082251082251,16.167922497308936,12.413223140495868,1.5151515151515151,7.534983853606029,5.785123966942149,4.973089343379979,3.8181818181818175,0.7677685950413222
103,1,1,2.94,6,87.2,92,59.4,8.47,10.9,103.0,103.0,35.034013605442176,17.166666666666668,1.1811926605504586,1.1195652173913044,1.734006734006734,12.16056670602125,9.449541284403669,1.0,0.3401360544217687,0.1666666666666666,0.0114678899082568,0.0108695652173913,0.0168350168350168,0.1180637544273907,0.091743119266055,0.3401360544217687,0.1666666666666666,0.0114678899082568,0.0108695652173913,0.0168350168350168,0.1180637544273907,0.091743119266055,0.49,0.0337155963302752,0.0319565217391304,0.0494949494949494,0.3471074380165289,0.2697247706422018,0.0688073394495412,0.0652173913043478,0.101010101010101,0.7083825265643446,0.5504587155963303,0.9478260869565218,1.468013468013468,10.295159386068477,8.0,1.5488215488215489,10.861865407319952,8.440366972477063,7.012987012987012,5.4495412844036695,0.7770642201834863
79,1,0,0.31,1,268.3,114,65.1,9.28,6.3,79.0,,254.83870967741936,79.0,0.2944465150950428,0.6929824561403509,1.2135176651305684,8.51293103448276,12.53968253968254,,3.2258064516129035,1.0,0.0037271710771524,0.0087719298245614,0.0153609831029185,0.1077586206896551,0.1587301587301587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0011554230339172,0.002719298245614,0.0047619047619047,0.0334051724137931,0.0492063492063492,0.0037271710771524,0.0087719298245614,0.0153609831029185,0.1077586206896551,0.1587301587301587,2.3535087719298247,4.121351766513057,28.911637931034488,42.58730158730159,1.751152073732719,12.28448275862069,18.09523809523809,7.015086206896552,10.333333333333332,1.473015873015873
94,1,0,0.0,2,252.6,104,58.0,8.45,11.1,94.0,,,47.0,0.3721298495645289,0.903846153846154,1.6206896551724137,11.124260355029588,8.468468468468469,,,0.5,0.0039588281868566,0.0096153846153846,0.0172413793103448,0.1183431952662722,0.0900900900900901,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079176563737133,0.0192307692307692,0.0344827586206896,0.2366863905325444,0.1801801801801802,2.4288461538461537,4.355172413793103,29.89349112426036,22.75675675675676,1.793103448275862,12.307692307692308,9.36936936936937,6.863905325443787,5.225225225225225,0.7612612612612613
139,1,0,0.0,0,211.1,103,54.0,10.35,5.6,139.0,,,,0.6584557081951682,1.3495145631067962,2.574074074074074,13.429951690821255,24.821428571428573,,,,0.0047370914258645,0.0097087378640776,0.0185185185185185,0.0966183574879227,0.1785714285714285,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.049514563106796,3.909259259259259,20.396135265700483,37.69642857142857,1.9074074074074077,9.951690821256038,18.392857142857142,5.217391304347826,9.642857142857144,1.8482142857142856
109,1,0,0.0,1,264.7,69,71.0,15.25,9.5,109.0,,,109.0,0.4117869285984133,1.579710144927536,1.5352112676056338,7.147540983606557,11.473684210526317,,,1.0,0.0037778617302606,0.0144927536231884,0.0140845070422535,0.0655737704918032,0.1052631578947368,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037778617302606,0.0144927536231884,0.0140845070422535,0.0655737704918032,0.1052631578947368,3.836231884057971,3.7281690140845063,17.35737704918033,27.86315789473684,0.971830985915493,4.524590163934426,7.263157894736842,4.655737704918033,7.473684210526316,1.605263157894737
76,1,1,2.19,1,214.6,110,75.9,10.26,8.1,76.0,76.0,34.70319634703196,76.0,0.3541472506989748,0.6909090909090909,1.0013175230566531,7.407407407407407,9.382716049382717,1.0,0.4566210045662101,1.0,0.0046598322460391,0.009090909090909,0.0131752305665349,0.0974658869395711,0.1234567901234568,0.4566210045662101,1.0,0.0046598322460391,0.009090909090909,0.0131752305665349,0.0974658869395711,0.1234567901234568,2.19,0.0102050326188257,0.0199090909090909,0.0288537549407114,0.2134502923976608,0.2703703703703703,0.0046598322460391,0.009090909090909,0.0131752305665349,0.0974658869395711,0.1234567901234568,1.950909090909091,2.827404479578392,20.91617933723197,26.49382716049383,1.4492753623188406,10.721247563352827,13.580246913580249,7.397660818713451,9.370370370370372,1.2666666666666666
86,1,0,0.35,0,216.3,96,63.5,13.32,4.5,86.0,,245.7142857142857,,0.3975959315765141,0.8958333333333334,1.3543307086614174,6.456456456456456,19.11111111111111,,2.857142857142857,,0.0046232085067036,0.0104166666666666,0.0157480314960629,0.075075075075075,0.2222222222222222,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0016181229773462,0.0036458333333333,0.005511811023622,0.0262762762762762,0.0777777777777777,0.0,0.0,0.0,0.0,0.0,2.2531250000000003,3.4062992125984253,16.23873873873874,48.06666666666667,1.5118110236220472,7.207207207207207,21.33333333333333,4.767267267267267,14.11111111111111,2.96
134,1,0,0.35,6,204.7,108,50.5,7.16,11.0,134.0,,382.8571428571429,22.33333333333333,0.6546165119687347,1.2407407407407407,2.6534653465346536,18.71508379888268,12.181818181818182,,2.857142857142857,0.1666666666666666,0.0048851978505129,0.0092592592592592,0.0198019801980198,0.1396648044692737,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0583333333333333,0.0017098192476795,0.0032407407407407,0.0069306930693069,0.0488826815642458,0.0318181818181818,0.0293111871030776,0.0555555555555555,0.1188118811881188,0.8379888268156425,0.5454545454545454,1.8953703703703704,4.0534653465346535,28.58938547486033,18.60909090909091,2.1386138613861387,15.083798882681563,9.818181818181818,7.053072625698324,4.590909090909091,0.6509090909090909
35,1,1,2.54,1,241.7,87,79.4,7.1,9.4,35.0,35.0,13.77952755905512,35.0,0.1448076127430699,0.4022988505747126,0.4408060453400503,4.929577464788733,3.723404255319149,1.0,0.3937007874015747,1.0,0.0041373603640877,0.0114942528735632,0.0125944584382871,0.1408450704225352,0.1063829787234042,0.3937007874015747,1.0,0.0041373603640877,0.0114942528735632,0.0125944584382871,0.1408450704225352,0.1063829787234042,2.54,0.0105088953247827,0.0291954022988505,0.0319899244332493,0.3577464788732394,0.2702127659574468,0.0041373603640877,0.0114942528735632,0.0125944584382871,0.1408450704225352,0.1063829787234042,2.77816091954023,3.0440806045340048,34.04225352112676,25.712765957446805,1.0957178841309825,12.253521126760564,9.25531914893617,11.183098591549298,8.446808510638299,0.7553191489361701
91,1,1,1.67,1,146.1,98,65.7,13.87,6.2,91.0,91.0,54.49101796407186,91.0,0.6228610540725531,0.9285714285714286,1.3850837138508372,6.5609228550829135,14.67741935483871,1.0,0.5988023952095809,1.0,0.0068446269678302,0.010204081632653,0.015220700152207,0.0720980533525594,0.1612903225806451,0.5988023952095809,1.0,0.0068446269678302,0.010204081632653,0.015220700152207,0.0720980533525594,0.1612903225806451,1.67,0.0114305270362765,0.0170408163265306,0.0254185692541856,0.1204037490987743,0.2693548387096774,0.0068446269678302,0.010204081632653,0.015220700152207,0.0720980533525594,0.1612903225806451,1.4908163265306122,2.223744292237442,10.53352559480894,23.564516129032256,1.491628614916286,7.065609228550829,15.806451612903226,4.736842105263158,10.596774193548388,2.237096774193548
56,1,0,0.3,1,253.2,95,63.0,9.4,4.4,56.0,,186.66666666666669,56.0,0.2211690363349131,0.5894736842105263,0.8888888888888888,5.957446808510638,12.727272727272728,,3.333333333333333,1.0,0.0039494470774091,0.0105263157894736,0.0158730158730158,0.1063829787234042,0.2272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0011848341232227,0.0031578947368421,0.0047619047619047,0.0319148936170212,0.0681818181818181,0.0039494470774091,0.0105263157894736,0.0158730158730158,0.1063829787234042,0.2272727272727272,2.665263157894737,4.019047619047619,26.936170212765955,57.54545454545454,1.507936507936508,10.106382978723405,21.59090909090909,6.702127659574468,14.318181818181817,2.136363636363636
108,1,0,0.0,1,187.4,101,49.0,10.0,12.6,108.0,,,108.0,0.576307363927428,1.0693069306930694,2.204081632653061,10.8,8.571428571428571,,,1.0,0.0053361792956243,0.0099009900990099,0.0204081632653061,0.1,0.0793650793650793,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053361792956243,0.0099009900990099,0.0204081632653061,0.1,0.0793650793650793,1.8554455445544555,3.824489795918368,18.74,14.873015873015872,2.061224489795918,10.1,8.015873015873016,4.9,3.888888888888889,0.7936507936507937
113,1,0,0.0,2,239.7,47,65.0,14.15,8.7,113.0,,,56.5,0.4714226115978306,2.404255319148936,1.7384615384615385,7.985865724381625,12.988505747126435,,,0.5,0.0041718815185648,0.0212765957446808,0.0153846153846153,0.0706713780918728,0.1149425287356322,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083437630371297,0.0425531914893617,0.0307692307692307,0.1413427561837456,0.2298850574712644,5.1,3.6876923076923074,16.939929328621908,27.55172413793104,0.7230769230769231,3.3215547703180213,5.402298850574713,4.593639575971731,7.471264367816093,1.6264367816091956
171,1,0,0.0,1,231.2,135,56.0,9.44,12.3,171.0,,,171.0,0.7396193771626298,1.2666666666666666,3.0535714285714284,18.114406779661017,13.902439024390244,,,1.0,0.0043252595155709,0.0074074074074074,0.0178571428571428,0.1059322033898305,0.08130081300813,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043252595155709,0.0074074074074074,0.0178571428571428,0.1059322033898305,0.08130081300813,1.7125925925925924,4.128571428571428,24.491525423728813,18.79674796747967,2.4107142857142856,14.30084745762712,10.97560975609756,5.932203389830509,4.5528455284552845,0.7674796747967478
1,1,0,0.25,1,196.1,107,61.5,14.83,7.0,1.0,,4.0,1.0,0.0050994390617032,0.0093457943925233,0.016260162601626,0.0674308833445718,0.1428571428571428,,4.0,1.0,0.0050994390617032,0.0093457943925233,0.016260162601626,0.0674308833445718,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0012748597654258,0.0023364485981308,0.0040650406504065,0.0168577208361429,0.0357142857142857,0.0050994390617032,0.0093457943925233,0.016260162601626,0.0674308833445718,0.1428571428571428,1.832710280373832,3.1886178861788617,13.223196223870533,28.014285714285712,1.7398373983739837,7.215104517869184,15.285714285714286,4.146999325691167,8.785714285714286,2.1185714285714288
87,1,0,0.0,0,204.8,101,49.0,8.05,9.5,87.0,,,,0.4248046875,0.8613861386138614,1.7755102040816326,10.807453416149068,9.157894736842104,,,,0.0048828125,0.0099009900990099,0.0204081632653061,0.124223602484472,0.1052631578947368,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027722772277228,4.179591836734694,25.440993788819878,21.557894736842105,2.061224489795918,12.546583850931675,10.63157894736842,6.08695652173913,5.157894736842105,0.8473684210526317
125,1,1,2.75,1,120.5,104,67.5,11.39,10.2,125.0,125.0,45.45454545454545,125.0,1.037344398340249,1.2019230769230769,1.851851851851852,10.974539069359086,12.254901960784316,1.0,0.3636363636363636,1.0,0.0082987551867219,0.0096153846153846,0.0148148148148148,0.0877963125548726,0.0980392156862745,0.3636363636363636,1.0,0.0082987551867219,0.0096153846153846,0.0148148148148148,0.0877963125548726,0.0980392156862745,2.75,0.0228215767634854,0.0264423076923076,0.0407407407407407,0.2414398595258999,0.2696078431372549,0.0082987551867219,0.0096153846153846,0.0148148148148148,0.0877963125548726,0.0980392156862745,1.1586538461538465,1.7851851851851852,10.57945566286216,11.81372549019608,1.5407407407407407,9.13081650570676,10.19607843137255,5.926251097453907,6.61764705882353,1.1166666666666667
148,1,0,0.39,1,178.3,98,58.9,14.13,11.4,148.0,,379.48717948717945,148.0,0.8300616937745372,1.510204081632653,2.512733446519525,10.474168435951874,12.982456140350877,,2.564102564102564,1.0,0.005608524957936,0.010204081632653,0.0169779286926994,0.0707714083510261,0.087719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.002187324733595,0.0039795918367346,0.0066213921901528,0.0276008492569002,0.0342105263157894,0.005608524957936,0.010204081632653,0.0169779286926994,0.0707714083510261,0.087719298245614,1.819387755102041,3.0271646859083194,12.618542108987969,15.640350877192985,1.66383701188455,6.935598018400566,8.596491228070175,4.168435951875442,5.166666666666666,1.2394736842105265
94,1,0,0.18,1,234.4,103,65.8,13.97,2.0,94.0,,522.2222222222223,94.0,0.4010238907849829,0.912621359223301,1.4285714285714286,6.728704366499642,47.0,,5.555555555555555,1.0,0.0042662116040955,0.0097087378640776,0.0151975683890577,0.0715819613457408,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0007679180887372,0.0017475728155339,0.0027355623100303,0.0128847530422333,0.09,0.0042662116040955,0.0097087378640776,0.0151975683890577,0.0715819613457408,0.5,2.275728155339806,3.562310030395137,16.77881173944166,117.2,1.5653495440729484,7.37294201861131,51.5,4.710093056549749,32.9,6.985
71,1,0,0.0,3,197.9,108,50.0,9.08,6.7,71.0,,,23.666666666666668,0.358767054067711,0.6574074074074074,1.42,7.819383259911894,10.597014925373134,,,0.3333333333333333,0.0050530570995452,0.0092592592592592,0.02,0.1101321585903083,0.1492537313432835,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151591712986356,0.0277777777777777,0.06,0.3303964757709251,0.4477611940298507,1.8324074074074077,3.958,21.795154185022028,29.53731343283582,2.16,11.894273127753303,16.119402985074625,5.506607929515418,7.462686567164179,1.355223880597015
100,0,0,0.19,0,68.5,110,42.9,16.86,12.1,,,526.3157894736842,,1.45985401459854,0.9090909090909092,2.331002331002331,5.931198102016608,8.264462809917356,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0027737226277372,0.0017272727272727,0.0044289044289044,0.0112692763938315,0.0157024793388429,0.0,0.0,0.0,0.0,0.0,0.6227272727272727,1.5967365967365967,4.062870699881376,5.661157024793389,2.5641025641025643,6.524317912218268,9.090909090909092,2.5444839857651247,3.5454545454545454,1.393388429752066
134,1,1,1.65,2,247.2,105,78.5,11.28,6.1,134.0,134.0,81.21212121212122,67.0,0.5420711974110033,1.276190476190476,1.7070063694267517,11.879432624113475,21.9672131147541,1.0,0.6060606060606061,0.5,0.0040453074433656,0.0095238095238095,0.0127388535031847,0.0886524822695035,0.1639344262295082,0.6060606060606061,0.5,0.0040453074433656,0.0095238095238095,0.0127388535031847,0.0886524822695035,0.1639344262295082,0.825,0.0066747572815533,0.0157142857142857,0.0210191082802547,0.1462765957446808,0.2704918032786885,0.0080906148867313,0.019047619047619,0.0254777070063694,0.1773049645390071,0.3278688524590164,2.354285714285714,3.149044585987261,21.91489361702128,40.52459016393443,1.3375796178343948,9.308510638297872,17.213114754098363,6.959219858156029,12.868852459016397,1.8491803278688528
43,1,0,0.0,1,199.9,108,59.0,14.42,11.3,43.0,,,43.0,0.2151075537768884,0.3981481481481481,0.7288135593220338,2.981969486823856,3.805309734513274,,,1.0,0.0050025012506253,0.0092592592592592,0.0169491525423728,0.0693481276005547,0.0884955752212389,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050025012506253,0.0092592592592592,0.0169491525423728,0.0693481276005547,0.0884955752212389,1.850925925925926,3.388135593220339,13.862690707350902,17.690265486725664,1.8305084745762712,7.489597780859917,9.557522123893804,4.091539528432732,5.221238938053097,1.2761061946902654
174,1,0,0.21,2,190.3,98,56.1,12.64,7.2,174.0,,828.5714285714286,87.0,0.9143457698370993,1.7755102040816326,3.1016042780748663,13.765822784810126,24.166666666666664,,4.761904761904762,0.5,0.0052548607461902,0.010204081632653,0.017825311942959,0.0791139240506329,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0011035207566999,0.0021428571428571,0.0037433155080213,0.0166139240506329,0.0291666666666666,0.0105097214923804,0.0204081632653061,0.035650623885918,0.1582278481012658,0.2777777777777778,1.9418367346938776,3.392156862745098,15.055379746835444,26.43055555555556,1.746880570409982,7.753164556962025,13.61111111111111,4.438291139240507,7.791666666666667,1.7555555555555555
114,1,1,3.13,1,129.0,77,78.3,14.5,11.6,114.0,114.0,36.42172523961661,114.0,0.8837209302325582,1.4805194805194806,1.4559386973180075,7.862068965517241,9.827586206896552,1.0,0.3194888178913738,1.0,0.0077519379844961,0.0129870129870129,0.0127713920817369,0.0689655172413793,0.0862068965517241,0.3194888178913738,1.0,0.0077519379844961,0.0129870129870129,0.0127713920817369,0.0689655172413793,0.0862068965517241,3.13,0.0242635658914728,0.0406493506493506,0.0399744572158365,0.2158620689655172,0.2698275862068965,0.0077519379844961,0.0129870129870129,0.0127713920817369,0.0689655172413793,0.0862068965517241,1.675324675324675,1.6475095785440614,8.89655172413793,11.120689655172416,0.983397190293742,5.310344827586207,6.637931034482759,5.4,6.75,1.25
90,1,0,0.0,2,214.9,97,47.0,5.89,11.8,90.0,,,45.0,0.4187994416007445,0.9278350515463918,1.9148936170212767,15.280135823429545,7.627118644067796,,,0.5,0.0046533271288971,0.0103092783505154,0.0212765957446808,0.1697792869269949,0.0847457627118644,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093066542577943,0.0206185567010309,0.0425531914893617,0.3395585738539898,0.1694915254237288,2.2154639175257733,4.572340425531915,36.48556876061121,18.21186440677966,2.0638297872340425,16.468590831918508,8.220338983050848,7.979626485568761,3.9830508474576263,0.4991525423728813
105,1,1,2.67,2,218.5,61,80.7,9.84,9.9,105.0,105.0,39.325842696629216,52.5,0.4805491990846682,1.721311475409836,1.3011152416356877,10.670731707317074,10.606060606060606,1.0,0.3745318352059925,0.5,0.0045766590389016,0.0163934426229508,0.0123915737298636,0.1016260162601626,0.101010101010101,0.3745318352059925,0.5,0.0045766590389016,0.0163934426229508,0.0123915737298636,0.1016260162601626,0.101010101010101,1.335,0.0122196796338672,0.0437704918032786,0.033085501858736,0.2713414634146341,0.2696969696969696,0.0091533180778032,0.0327868852459016,0.0247831474597273,0.2032520325203252,0.202020202020202,3.581967213114754,2.707558859975217,22.20528455284553,22.07070707070707,0.7558859975216853,6.199186991869919,6.161616161616162,8.201219512195122,8.151515151515152,0.993939393939394
108,1,0,0.0,1,215.6,78,54.0,9.77,3.6,108.0,,,108.0,0.5009276437847866,1.3846153846153846,2.0,11.05424769703173,30.0,,,1.0,0.0046382189239332,0.0128205128205128,0.0185185185185185,0.1023541453428864,0.2777777777777778,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046382189239332,0.0128205128205128,0.0185185185185185,0.1023541453428864,0.2777777777777778,2.764102564102564,3.992592592592593,22.067553735926307,59.888888888888886,1.4444444444444444,7.983623336745138,21.666666666666668,5.527123848515865,15.0,2.713888888888889
112,1,1,3.0,4,213.0,121,86.0,11.31,11.1,112.0,112.0,37.333333333333336,28.0,0.5258215962441315,0.9256198347107438,1.302325581395349,9.902740937223696,10.09009009009009,1.0,0.3333333333333333,0.25,0.0046948356807511,0.0082644628099173,0.0116279069767441,0.0884173297966401,0.0900900900900901,0.3333333333333333,0.25,0.0046948356807511,0.0082644628099173,0.0116279069767441,0.0884173297966401,0.0900900900900901,0.75,0.0140845070422535,0.024793388429752,0.0348837209302325,0.2652519893899204,0.2702702702702703,0.0187793427230046,0.0330578512396694,0.0465116279069767,0.3536693191865605,0.3603603603603604,1.7603305785123966,2.476744186046512,18.832891246684348,19.18918918918919,1.4069767441860466,10.698496905393457,10.9009009009009,7.603890362511052,7.747747747747748,1.018918918918919
127,0,1,2.81,1,95.9,117,58.1,7.98,10.4,,127.0,45.19572953736655,127.0,1.32429614181439,1.0854700854700854,2.1858864027538725,15.914786967418545,12.211538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3558718861209964,1.0,0.0104275286757038,0.0085470085470085,0.0172117039586919,0.12531328320802,0.0961538461538461,2.81,0.0293013555787278,0.024017094017094,0.0483648881239242,0.3521303258145363,0.2701923076923077,0.0104275286757038,0.0085470085470085,0.0172117039586919,0.12531328320802,0.0961538461538461,0.8196581196581197,1.6506024096385543,12.017543859649123,9.221153846153848,2.0137693631669533,14.661654135338344,11.25,7.280701754385965,5.586538461538462,0.7673076923076924
64,1,0,0.29,3,113.8,97,38.9,9.62,10.4,64.0,,220.6896551724138,21.33333333333333,0.562390158172232,0.6597938144329897,1.6452442159383034,6.652806652806653,6.153846153846153,,3.4482758620689657,0.3333333333333333,0.0087873462214411,0.0103092783505154,0.0257069408740359,0.1039501039501039,0.0961538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0966666666666666,0.0025483304042179,0.0029896907216494,0.0074550128534704,0.0301455301455301,0.0278846153846153,0.0263620386643233,0.0309278350515463,0.0771208226221079,0.3118503118503118,0.2884615384615384,1.1731958762886598,2.9254498714652954,11.82952182952183,10.942307692307692,2.493573264781491,10.083160083160084,9.326923076923077,4.043659043659044,3.740384615384615,0.925
95,1,0,0.44,3,156.6,88,52.4,12.38,12.3,95.0,,215.9090909090909,31.666666666666668,0.6066411238825032,1.0795454545454546,1.8129770992366407,7.673667205169628,7.723577235772357,,2.272727272727273,0.3333333333333333,0.0063856960408684,0.0113636363636363,0.0190839694656488,0.0807754442649434,0.08130081300813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466666666666666,0.0028097062579821,0.005,0.0083969465648854,0.0355411954765751,0.0357723577235772,0.0191570881226053,0.034090909090909,0.0572519083969465,0.2423263327948303,0.2439024390243902,1.7795454545454543,2.9885496183206106,12.649434571890144,12.73170731707317,1.6793893129770994,7.108239095315024,7.154471544715447,4.232633279483037,4.260162601626016,1.0065040650406505
115,1,0,0.0,3,109.7,148,38.0,11.19,15.4,115.0,,,38.333333333333336,1.048313582497721,0.777027027027027,3.026315789473684,10.27703306523682,7.467532467532467,,,0.3333333333333333,0.0091157702825888,0.0067567567567567,0.0263157894736842,0.0893655049151027,0.0649350649350649,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273473108477666,0.0202702702702702,0.0789473684210526,0.2680965147453083,0.1948051948051948,0.7412162162162163,2.886842105263158,9.803395889186774,7.123376623376624,3.8947368421052633,13.22609472743521,9.61038961038961,3.3958891867739056,2.467532467532468,0.7266233766233766
133,1,0,0.0,4,221.1,133,52.0,8.01,8.4,133.0,,,33.25,0.6015377657168702,1.0,2.5576923076923075,16.604244694132333,15.833333333333332,,,0.25,0.0045228403437358,0.0075187969924812,0.0192307692307692,0.1248439450686641,0.119047619047619,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180913613749434,0.0300751879699248,0.0769230769230769,0.4993757802746567,0.4761904761904761,1.662406015037594,4.2519230769230765,27.60299625468165,26.32142857142857,2.5576923076923075,16.604244694132333,15.833333333333332,6.491885143570537,6.19047619047619,0.9535714285714284
88,1,0,0.0,4,85.7,112,34.0,11.08,11.6,88.0,,,22.0,1.02683780630105,0.7857142857142857,2.588235294117647,7.9422382671480145,7.586206896551724,,,0.25,0.0116686114352392,0.0089285714285714,0.0294117647058823,0.0902527075812274,0.0862068965517241,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0466744457409568,0.0357142857142857,0.1176470588235294,0.3610108303249097,0.3448275862068966,0.7651785714285715,2.5205882352941176,7.734657039711191,7.387931034482759,3.294117647058824,10.108303249097473,9.655172413793103,3.068592057761733,2.931034482758621,0.9551724137931036
35,1,0,0.0,2,158.6,67,39.0,6.52,6.9,35.0,,,17.5,0.2206809583858764,0.5223880597014925,0.8974358974358975,5.368098159509203,5.0724637681159415,,,0.5,0.0063051702395964,0.0149253731343283,0.0256410256410256,0.1533742331288343,0.144927536231884,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126103404791929,0.0298507462686567,0.0512820512820512,0.3067484662576687,0.2898550724637681,2.3671641791044777,4.066666666666666,24.32515337423313,22.98550724637681,1.7179487179487178,10.276073619631903,9.71014492753623,5.98159509202454,5.652173913043478,0.944927536231884
64,1,1,3.59,1,154.6,92,69.9,4.17,13.3,64.0,64.0,17.827298050139277,64.0,0.4139715394566624,0.6956521739130435,0.915593705293276,15.347721822541969,4.81203007518797,1.0,0.2785515320334262,1.0,0.0064683053040103,0.0108695652173913,0.0143061516452074,0.2398081534772182,0.075187969924812,0.2785515320334262,1.0,0.0064683053040103,0.0108695652173913,0.0143061516452074,0.2398081534772182,0.075187969924812,3.59,0.0232212160413971,0.0390217391304347,0.0513590844062947,0.8609112709832134,0.2699248120300752,0.0064683053040103,0.0108695652173913,0.0143061516452074,0.2398081534772182,0.075187969924812,1.6804347826086956,2.2117310443490696,37.07434052757794,11.62406015037594,1.3161659513590842,22.06235011990408,6.917293233082707,16.762589928057555,5.255639097744361,0.3135338345864661
221,1,1,0.65,0,180.5,85,56.5,11.21,2.4,221.0,221.0,340.0,,1.2243767313019391,2.6,3.911504424778761,19.714540588760038,92.08333333333334,1.0,1.5384615384615383,,0.0055401662049861,0.0117647058823529,0.0176991150442477,0.0892060660124888,0.4166666666666667,1.5384615384615383,,0.0055401662049861,0.0117647058823529,0.0176991150442477,0.0892060660124888,0.4166666666666667,,0.0036011080332409,0.0076470588235294,0.011504424778761,0.0579839429081177,0.2708333333333333,0.0,0.0,0.0,0.0,0.0,2.123529411764706,3.194690265486725,16.101694915254235,75.20833333333334,1.5044247787610618,7.582515611061551,35.41666666666667,5.04014272970562,23.541666666666668,4.670833333333334
